,F0,F1,F2,F3,F4
new_arrhythmia_adm,8.746776677268498,0.010780359798823537,6.259007823588202,0.0,3.471259417950679
new_atypicalmyco_adm,0.01196333330499057,0.0,0.08376936853319437,0.014356236051151763,0.02188678860790249
new_cardiacarrest_adm,0.0,0.09995036784255651,0.11410545596956032,0.0,0.0007497712924075572
new_cc_index,2.270454641648645,0.0,201.57939011311962,0.0,7.53016981814657
new_cdiff_adm,0.0,3.4011898489619123,0.0,1.1898131306533535,0.0
new_chf_adm,0.0,0.0,13.426800459693498,0.0,0.4318554910547123
new_encephalitis_adm,0.030532592474012545,0.010084644692374708,0.002226234959071486,0.0,0.0
new_endocarditis_adm,0.0,0.0,0.0,0.11173826446443359,0.0072120298012641046
new_fungal_adm,0.0,0.0,0.003959443182485486,0.07294562860743943,0.0
new_listeriosis_adm,0.0,0.0,0.024411087311161508,0.010108597440711346,0.0
new_meningitis_adm,0.016726605928718857,0.0,0.0,0.050869273031203234,0.0
new_mi_adm,0.14053011521787973,0.0,2.9872245287452546,0.0,0.6975206623505524
new_osteo_adm,0.0,0.13527717326711766,0.0,0.4976845372363239,0.0
new_pcp_adm,0.10399748964024055,0.0,0.0,0.008132663795737478,0.0
new_pneumonia_adm,0.0,0.500311880410157,0.0,0.08089848564478884,0.0
new_pyelonephritis_adm,0.16080962546320318,0.26801210235585926,0.0,0.0,0.08104242108967456
new_septicemia_adm,0.0,9.988782713439495,0.0,0.0,0.0
new_tb_adm,0.0,0.0,0.0,0.032248842884814014,0.0
new_unstableangina_adm,0.5566462235677535,0.0,0.09627375832616714,0.0,0.42521403808777053
orproc,26.741536798624676,0.0,0.0,33.500789107747934,6.723701024563758
others_adm,1.9355592599932552,1.0669710595677553,0.0,0.0,0.7781482672410522
payer,261.19604297350827,15.850397737819385,0.0,16.34950174948309,128.14098630959484
pq10_dehydrate,0.0,2.532501242552007,0.0,0.0,0.0
pq11_bacterialpna,0.0,1.9666058587049717,1.2940730116472585,0.0,0.1961503352059688
pq12_uti,0.0,1.584212946225381,0.0,0.0,0.0
pq13_angina,0.18715704526877505,0.0,0.0,0.0,0.09833276400349886
pq14_diabeteswocomp,0.0,0.03803035809292732,0.038867773699590116,0.0,0.033322918755097714
pq15_asthma,0.0,0.0,1.0597416906021995,0.0,0.45306946039662405
pq16_dm_amputate,0.0,0.020100599904405395,0.04097923829386842,0.017980501291022175,0.0
pq1_dm_short,0.0,0.22230193179819954,0.0,0.0,0.19182952432590006
pq2_perf_appendix,0.3365564825628083,0.0,0.0,0.06842495358041933,0.12616728351982864
pq3_dm_long,0.0,0.2028938635333136,0.41842312100104856,0.0,0.0730658836204541
pq5_copd_asthma,0.0,0.0,4.471816049680577,0.0,1.5663360891880647
pq7_htn,0.19719563787912062,0.017517203762837285,0.020162128841029355,0.0,0.2813892655086191
pq8_chf,0.0,0.0,3.1890283944568507,0.0,0.0
prevent_readm,0.0,6.018456487909942,8.535867342133361,0.0,3.249458585028441
resp_adm,0.0,2.1263759399997855,8.793751696120216,0.0,2.874037779918572
severe_IBD_hospitalization,0.0,0.10411653054170232,0.0,43.030599689265735,0.0
thromboses,1.3013873816292103,7.575408543246943,2.581503668341143,3.030015029540701,0.0
thrombosis_adm,0.4187675346684997,0.0,0.06673036904166199,0.3553021712921466,0.6313745724394382
unplanned_adm,89.1368875655112,32.99044356564336,17.73625241920629,0.19319363563285788,58.972941537502436
zipinc_qrtl,796.4055270282006,50.42269986405053,40.27018879154628,0.0,0.0
