,F0,F1,F2,F3,F4
new_cardiacarrest_adm,-0.7318854008497503,0.970868547387343,1.2120145553126624,-0.7318854008497503,-0.7191123010005047
new_cc_index,-0.44896377011089195,-0.474444032719116,1.7877882542726686,-0.474444032719116,-0.38993641872354456
new_cdiff_adm,-0.6201692266989076,1.6770556802032959,-0.6201692266989076,0.18345199989342698,-0.6201692266989076
new_chf_adm,-0.4651102370472952,-0.4651102370472952,1.7879734554797635,-0.4651102370472952,-0.39264274433787805
new_encephalitis_adm,1.6948254881724465,0.11697701136976629,-0.4894104833654477,-0.6611960080883822,-0.6611960080883822
new_endocarditis_adm,-0.4829132917412865,-0.4829132917412865,-0.4829132917412865,1.7852565114139936,-0.3365166361901344
new_fungal_adm,-0.4772971501235125,-0.4772971501235125,-0.3544293793060959,1.786320829676633,-0.4772971501235125
new_listeriosis_adm,-0.6439612123541404,-0.6439612123541404,1.6329705575580207,0.2989130795044008,-0.6439612123541404
new_meningitis_adm,0.14513326458987086,-0.6117302742726901,-0.6117302742726901,1.6900575582281998,-0.6117302742726901
new_mi_adm,-0.4897953189670429,-0.6000086788072322,1.7427777865677867,-0.6000086788072322,-0.05296510998627947
new_osteo_adm,-0.5872762933771221,0.04028992094932575,-0.5872762933771221,1.7215389591820403,-0.5872762933771221
new_pcp_adm,1.7835437268625203,-0.49034070082770087,-0.49034070082770087,-0.3125216243794175,-0.49034070082770087
new_pneumonia_adm,-0.5343468594681063,1.7655095923908122,-0.5343468594681063,-0.1624690139864931,-0.5343468594681063
new_pyelonephritis_adm,0.5147189761102235,1.4525530050299738,-0.8920837705114204,-0.8920837705114204,-0.18310444011735644
new_septicemia_adm,-0.447213595499958,1.788854381999832,-0.447213595499958,-0.447213595499958,-0.447213595499958
new_tb_adm,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,1.7888543819998317,-0.4472135954999579
new_unstableangina_adm,1.3188120345520546,-0.8338857195867572,-0.4615697052915178,-0.8338857195867572,0.8105291099129779
orproc,0.8503109169828349,-0.8531694637621245,-0.8531694637621245,1.2808865336276014,-0.42485852308618666
others_adm,1.4540781386846005,0.3832201575570429,-0.932218475169649,-0.932218475169649,0.02713865409765398
payer,1.5881332581235945,-0.6146172463999763,-0.7569245271358567,-0.6101362147010201,0.3935447301132588
pq10_dehydrate,-0.447213595499958,1.788854381999832,-0.447213595499958,-0.447213595499958,-0.447213595499958
pq11_bacterialpna,-0.7740955933555209,1.4278369271215001,0.6748279088322202,-0.7740955933555209,-0.5544736492426786
pq12_uti,-0.4472135954999579,1.7888543819998317,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579
pq13_angina,1.5436204621473695,-0.6776734077440215,-0.6776734077440215,-0.6776734077440215,0.4893997610846951
pq14_diabeteswocomp,-1.089452515760068,0.7900554862843018,0.8314416160155461,-1.089452515760068,0.5574079292202878
pq15_asthma,-0.6485361096239234,-0.6485361096239234,1.6229990809240094,-0.6485361096239234,0.3226092479477611
pq16_dm_amputate,-0.929911285162102,0.2522095361231098,1.480086976480484,0.12752605772061043,-0.929911285162102
pq1_dm_short,-0.7270238783945004,1.2242745588592696,-0.7270238783945004,-0.7270238783945004,0.9567970763242316
pq2_perf_appendix,1.655286176237792,-0.7634399187983736,-0.7634399187983736,-0.27169119502891637,0.14328485638787195
pq3_dm_long,-0.7851369284294311,0.3619209276711415,1.5804128213764237,-0.7851369284294311,-0.37205989218870245
pq5_copd_asthma,-0.6203448607682323,-0.6203448607682323,1.6767719068460534,-0.6203448607682323,0.18426267545864328
pq7_htn,0.734277426115124,-0.6701285658208374,-0.6494552521518709,-0.807046866826124,1.3923532586837088
pq8_chf,-0.4472135954999579,-0.4472135954999579,1.7888543819998317,-0.4472135954999579,-0.4472135954999579
prevent_readm,-0.9495612516632195,0.6554047444675974,1.3267328212652971,-0.9495612516632195,-0.08301506240645573
resp_adm,-0.7647521470193469,-0.17531794913942977,1.6728873502363937,-0.7647521470193469,0.03193489294172984
severe_IBD_hospitalization,-0.4485657752170982,-0.4431521413360542,-0.4485657752170982,1.7888494669873487,-0.4485657752170982
thromboses,-0.5562296655566418,1.6299823000999654,-0.11016716889781294,0.046118708903494565,-1.0097041745490054
thrombosis_adm,0.4774674138239832,-1.13070167007723,-0.8744408390291165,0.23374499785111785,1.2939300974312462
unplanned_adm,1.4089368983212955,-0.19465692198526363,-0.6303305802539705,-1.1313763927844893,0.5474269967024273
zipinc_qrtl,1.7849308259685757,-0.3662132704414957,-0.39548943265608477,-0.5116140614354976,-0.5116140614354976
