,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
female,-0.48717978217541597,-0.48717978217541597,-0.48717978217541597,-0.48717978217541597,-0.48717978217541597,-0.12331683170926427,-0.48717978217541597,2.501738928382683,-0.48717978217541597,1.0318363785544928
fracture_adm,-0.5052439712821964,2.1039633472986594,-0.5052439712821964,-0.5052439712821964,-0.5052439712821964,-0.5052439712821964,-0.5052439712821964,-0.2217268114971409,-0.5052439712821964,1.6544712631738572
fractures,-0.4938025456828844,2.47820051362042,-0.4938025456828844,-0.46970608692819643,-0.4938025456828844,-0.4938025456828844,-0.4938025456828844,-0.12262643075524232,-0.4938025456828844,1.0769472781603247
frailty_risk_category,-0.7594825380311282,1.081576173124821,-0.5221278827906788,-0.734682886537339,-0.5809972785172786,-0.23362131048116996,-0.7594825380311282,2.211473468445225,-0.36960862867318245,0.6669534214918579
frailty_risk_category_index,-0.3162277660168379,2.846049894151541,-0.3162277660168379,-0.3162277660168379,-0.3162277660168379,-0.3162277660168379,-0.3162277660168379,-0.3162277660168379,-0.3162277660168379,-0.3162277660168379
frailty_risk_score,0.43945001816605345,2.741184835296299,-0.42003352484223694,-0.42003352484223694,-0.42003352484223694,-0.42003352484223694,-0.24040017956669424,-0.42003352484223694,-0.42003352484223694,-0.42003352484223694
gi_adm,-0.6374035713159261,-0.6374035713159261,-0.6374035713159261,-0.6374035713159261,-0.11481981853774945,0.22384692489642816,-0.15325877421925332,2.527029557956106,-0.6374035713159261,0.704219966484099
gu_adm,-0.39453948958324064,2.7815279784697324,0.2844685645058036,-0.39453948958324064,-0.39453948958324064,-0.39453948958324064,-0.39453948958324064,-0.39453948958324064,-0.30422011589285175,-0.39453948958324064
h_contrl,-0.45275136682095696,-0.4360288396064662,-0.40455182652256866,-0.45275136682095696,-0.45275136682095696,-0.45275136682095696,-0.45275136682095696,2.516742667634157,-0.45275136682095696,1.0403461994206196
hosp_bedsize,2.7952256487696565,-0.39771025089739204,-0.39771025089739204,-0.39771025089739204,-0.39771025089739204,-0.39771025089739204,-0.39771025089739204,0.20652088026273926,-0.36071009292340955,-0.2547749307246343
hosp_ur_teach,-0.11160498240945509,-0.3884140435039811,-0.3884140435039811,-0.3884140435039811,-0.37471708603439813,2.8181442170771436,-0.001337887609403161,-0.3884140435039811,-0.3884140435039811,-0.3884140435039811
hosp_urban_rural_location,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,2.8460498941515415,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794
hosp_urcat4,-0.5570601573054857,-0.5477529100973617,-0.5570601573054857,-0.5570601573054857,-0.5570601573054857,2.242701951515222,-0.5570601573054857,1.3427707856782007,-0.5028947622118286,0.2504757216431954
ibd_procedures,-0.5337578256431121,-0.5337578256431121,-0.5337578256431121,2.453095549922922,0.35461389676589755,-0.5337578256431121,-0.5337578256431121,-0.5337578256431121,-0.5337578256431121,0.928595332812965
ibd_specific_adm,-0.6049129393654091,-0.6049129393654091,-0.6049129393654091,1.1610838164184698,1.9655120415338019,-0.6049129393654091,-0.6049129393654091,1.107794717605592,-0.6049129393654091,-0.6049129393654091
infxn_adm,-0.3557847118125672,2.8261159592549414,-0.3557847118125672,-0.3557847118125672,-0.3557847118125672,-0.3557847118125672,-0.3557847118125672,0.020161735245596644,-0.3557847118125672,-0.3557847118125672
los,-0.1442710051108528,-0.4088497761070541,-0.493845357968225,2.7988427001871523,-0.5140413507427288,-0.3183577841758123,-0.09316380153984409,0.021194010785940482,-0.40412508000198727,-0.443382555326589
malignancies_adm,-0.47247351548542466,-0.47247351548542466,2.0779779349794603,-0.47247351548542466,-0.47247351548542466,-0.47247351548542466,-0.47247351548542466,-0.47247351548542466,-0.47247351548542466,1.7018101889039359
neuro_adm,0.20295724138643462,-0.03748430660217503,-0.5879322076440004,-0.5879322076440004,-0.232244620534603,-0.5763452813718193,-0.5879322076440004,2.66019631587081,0.3346494818273543,-0.5879322076440004
new_arrhythmia_adm,-0.8292355441156082,-0.858830297503106,0.5341618635060686,-0.858830297503106,-0.858830297503106,0.16726643109480682,0.47006488374257466,1.6952285538382246,1.3978350019463561,-0.858830297503106
new_atypicalmyco_adm,-0.48563151766572116,-0.48563151766572116,2.6549272168140092,-0.48563151766572116,0.4803218170001671,0.2641715898458715,-0.48563151766572116,-0.48563151766572116,-0.48563151766572116,-0.48563151766572116
new_cardiacarrest_adm,-0.6226375611114643,1.699122243067805,1.9219190232683026,-0.6226375611114643,-0.6226375611114643,-0.6226375611114643,-0.6226375611114643,0.26542808217288577,-0.6226375611114643,-0.1506439818402073
new_cc_index,-0.37299903164963616,-0.37299903164963616,2.8378156973848574,-0.37299903164963616,-0.37299903164963616,-0.3108513094035102,-0.37299903164963616,-0.1498147915055584,-0.23443712890588012,-0.277717309321728
new_cdiff_adm,-0.4485146851776242,2.541109035495681,-0.4485146851776242,0.990444941408222,-0.4485146851776242,-0.4485146851776242,-0.4485146851776242,-0.39195118066053425,-0.4485146851776242,-0.4485146851776242
new_chf_adm,-0.4561146266922897,-0.4561146266922897,2.5857253982086568,-0.4561146266922897,-0.4561146266922897,-0.4561146266922897,-0.4561146266922897,-0.2767498224746331,0.883826811112004,-0.4561146266922897
new_encephalitis_adm,-0.5823202466750306,-0.017450347317301232,-0.5823202466750306,-0.5823202466750306,-0.5823202466750306,-0.5823202466750306,0.5540263315634111,2.5476027971593678,0.40974269864470636,-0.5823202466750306
new_endocarditis_adm,-0.46356970410848447,-0.46356970410848447,-0.46356970410848447,2.30379254109142,-0.46356970410848447,1.404765091776456,-0.46356970410848447,-0.46356970410848447,-0.46356970410848447,-0.46356970410848447
new_fungal_adm,0.2759900148449058,-0.49769914334984555,-0.29635727690421104,2.692832942080195,0.313729180078184,-0.49769914334984555,-0.49769914334984555,-0.49769914334984555,-0.49769914334984555,-0.49769914334984555
new_listeriosis_adm,-0.4515067168408001,-0.4515067168408001,2.4562835035868007,1.1557702311395999,-0.4515067168408001,-0.4515067168408001,-0.4515067168408001,-0.4515067168408001,-0.4515067168408001,-0.4515067168408001
new_meningitis_adm,-0.5156721042016128,-0.5156721042016128,-0.5156721042016128,2.5368585853645413,0.28400966102645386,-0.5156721042016128,-0.5156721042016128,0.7888364830202943,-0.5156721042016128,-0.5156721042016128
new_mi_adm,-0.5628362535948089,-0.5628362535948089,2.132727370191625,-0.5628362535948089,-0.27889894679209415,-0.5628362535948089,-0.5628362535948089,-0.5628362535948089,1.5718194985150649,-0.048630400345741565
new_osteo_adm,-0.6977846931484566,-0.22659251598050628,-0.6977846931484566,2.5685360129157413,-0.6977846931484566,-0.17513322536555356,-0.0842561118015646,-0.6977846931484566,0.5939252072401927,0.11465940558551697
new_pcp_adm,-0.4600873005930829,-0.4600873005930829,-0.4600873005930829,0.20828665587366518,0.29417932224443527,-0.4600873005930829,2.7181451260334795,-0.4600873005930829,-0.4600873005930829,-0.4600873005930829
new_pneumonia_adm,-0.4396348228068541,2.7266279269184226,-0.4396348228068541,0.4501922244418404,-0.4396348228068541,-0.4396348228068541,-0.4396348228068541,-0.4396348228068541,-0.0993763917122845,-0.4396348228068541
new_pyelonephritis_adm,-0.5576939810973133,1.5234263746477887,-0.5576939810973133,-0.5576939810973133,-0.14468412202101336,-0.21143126320862407,-0.5576939810973133,2.178852897165728,-0.5576939810973133,-0.5576939810973133
new_septicemia_adm,-0.31622776601683794,2.8460498941515415,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794
new_tb_adm,-0.43783529390967124,-0.43783529390967124,-0.43783529390967124,2.56743253580655,0.93524981547082,-0.43783529390967124,-0.43783529390967124,-0.43783529390967124,-0.43783529390967124,-0.43783529390967124
new_unstableangina_adm,1.358102310564463,-0.7282963688490477,-0.7282963688490477,-0.7282963688490477,-0.7282963688490477,-0.7282963688490477,-0.7282963688490477,0.30182367852753494,1.6792079630830792,1.0306442609192084
orproc,-0.3469345336579587,-0.3469345336579587,-0.3469345336579587,-0.0588884886233487,-0.3469345336579587,-0.3469345336579587,-0.3469345336579587,-0.3469345336579587,-0.3469345336579587,2.8343647578870184
others_adm,-0.4208790070550124,0.9622294651560097,-0.8973068295394436,-0.8973068295394436,-0.8680756831146836,-0.08595087638675919,0.04384181222234443,1.3989967879250942,-0.8973068295394436,1.6617579898713388
payer,-0.5668246312359047,0.2575435782167532,-0.20301232795894186,-0.5668246312359047,2.6713725772064834,-0.5668246312359047,-0.21414332195643582,-0.5668246312359047,-0.5668246312359047,0.3223626506716639
pq10_dehydrate,-0.3279964991319783,2.844423901026272,-0.3279964991319783,-0.3279964991319783,-0.3279964991319783,-0.3279964991319783,-0.3279964991319783,-0.22045190797044617,-0.3279964991319783,-0.3279964991319783
pq11_bacterialpna,-0.7179347056499616,1.363336592556751,0.6729270041201055,-0.7179347056499616,-0.7179347056499616,0.3392265998809587,-0.7179347056499616,1.8836370248309544,-0.6694536931389611,-0.7179347056499616
pq12_uti,-0.44762120350215706,2.730174772095863,-0.44762120350215706,-0.44762120350215706,-0.44762120350215706,-0.44762120350215706,-0.44762120350215706,0.37810598102819765,0.02506767139103863,-0.44762120350215706
pq13_angina,-0.42345566278060504,-0.42345566278060504,-0.42345566278060504,-0.42345566278060504,-0.42345566278060504,-0.42345566278060504,-0.42345566278060504,2.649702368022392,0.7379429342224479,-0.42345566278060504
pq14_diabeteswocomp,-0.36360711952155916,-0.36360711952155916,-0.36360711952155916,-0.36360711952155916,-0.36360711952155916,-0.36360711952155916,-0.36360711952155916,0.09215198167859058,2.8167049744938826,-0.36360711952155916
pq15_asthma,-0.6013796589511848,-0.6013796589511848,0.8716103983312693,-0.6013796589511848,-0.6013796589511848,-0.6013796589511848,-0.6013796589511848,1.4069041195429786,1.9311430947840453,-0.6013796589511848
pq16_dm_amputate,-0.48480651035694067,-0.25292032473292786,0.06162440924274334,-0.2415110812472189,-0.48480651035694067,-0.48480651035694067,-0.48480651035694067,-0.48480651035694067,2.7734017952812056,0.08343775324090137
pq1_dm_short,-0.3650634241175159,-0.3077354729891277,-0.3650634241175159,-0.3650634241175159,-0.3650634241175159,-0.3650634241175159,-0.3650634241175159,0.039917795619842815,2.823261646191896,-0.3650634241175159
pq2_perf_appendix,-0.7608108708615527,-0.7608108708615527,-0.7608108708615527,-0.06266267029546917,1.8643239142249919,-0.7608108708615527,-0.23061031956790273,0.20304086680209044,-0.4390295947962172,1.7081812870787172
pq3_dm_long,-0.3678930194598049,-0.21007898612411813,-0.04424446242489856,-0.3678930194598049,-0.3678930194598049,-0.3678930194598049,-0.3678930194598049,-0.3678930194598049,2.8295745847676512,-0.3678930194598049
pq5_copd_asthma,-0.652154968530047,-0.652154968530047,1.6557940040913814,-0.652154968530047,-0.652154968530047,-0.37850391392168137,-0.652154968530047,1.5298882643353628,1.1057514566752187,-0.652154968530047
pq7_htn,0.35277818629053753,-0.4660282426791124,-0.4660282426791124,-0.4660282426791124,-0.4358131433936964,0.1672792344147881,-0.4660282426791124,2.711925178763045,-0.4660282426791124,-0.4660282426791124
pq8_chf,-0.4797719178112308,-0.4797719178112308,2.376926485172269,-0.4797719178112308,-0.4797719178112308,-0.4797719178112308,-0.4797719178112308,-0.30213741613735057,1.2836143556436965,-0.4797719178112308
prevent_readm,-0.7188269582510597,-0.11744714192030843,0.6580710905069399,-0.7188269582510597,-0.7188269582510597,-0.3186584613682875,-0.7188269582510597,1.9879799207833737,1.3841893832535814,-0.7188269582510597
resp_adm,-0.6475636458364269,-0.6475636458364269,1.3701194258436582,-0.6475636458364269,-0.6475636458364269,-0.12095959308895556,-0.6475636458364269,2.065531971886219,0.5706900703776397,-0.6475636458364269
severe_IBD_hospitalization,-0.316227766016838,-0.316227766016838,-0.316227766016838,2.8460498941515415,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838
thromboses,-0.02309147673164707,2.5640242700566596,0.23531856299638124,0.6123386476592495,-0.713142185726469,-0.713142185726469,-0.4118415312614216,-0.5843088875654112,-0.48072652315297315,-0.4854286905478989
thrombosis_adm,-0.6815375898198244,-0.6815375898198244,-0.6815375898198244,-0.18212425352363118,-0.5113438250346864,0.35917500402085134,-0.6815375898198244,1.8295931570034913,1.7585503060708467,-0.5277000292575743
unplanned_adm,-0.38948393670290077,-0.38948393670290077,-0.30307432033258147,-0.3669100421306527,-0.2095668380858845,-0.1282606376837086,-0.38948393670290077,2.8344588922920058,-0.268711307247575,-0.38948393670290077
zipinc_qrtl,-0.41779886683872797,-0.41779886683872797,-0.41779886683872797,-0.41779886683872797,-0.41779886683872797,-0.41779886683872797,2.6932056506667967,0.614683305829058,-0.3832968886247588,-0.41779886683872797
