,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
cm_dmcx,0.0,0.76502812955083,2.7028506377212387,0.0,0.0,0.0,0.0,0.0,16.453703675709793,0.0
cm_drug,2.547564698309812,0.0,0.0,0.0,3.0402959910588314,0.945290232028999,0.0,8.100134796955153,0.0,0.0
cm_htn_c,0.0,0.497855846870294,16.256913438388548,0.0,0.0,4.8118341537835425,0.0,63.8266621316287,106.31870226360489,31.902520190499413
cm_hypothy,0.0,1.4832567644715988,3.843348797871631,0.0,0.0,1.3950023961019193,1.6565600801190759,19.763875688478286,11.24279538359289,7.926050144446753
cm_liver,1.148855825690985,0.0,6.601457312429659,0.6575180921360043,2.5453514595926716,0.0,0.0,1.710290310672067,3.267361901435466,0.0
cm_lymph,0.0,0.0,2.2952578234201537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cm_lytes,0.0,62.01523880467184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cm_mets,0.0,0.0,6.2488012118119025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cm_neuro,0.0,10.325045221839508,0.0,0.0,0.0,0.0,0.0,2.8666105698827806,0.0,0.15373826490762582
cm_obese,0.0,0.0,0.8106653762350268,1.388228613480772,3.303312110352857,0.0,0.0,8.470404371158073,34.09128572630642,9.722478920884214
cm_para,0.0,1.5520501909265554,1.8456918697141502,0.0,0.0,0.0,0.0,0.0,0.1443917543938245,0.0
cm_perivasc,0.0,0.30205639781712257,9.757456174020236,0.4600180047071619,0.0,0.0,0.0,0.7906948495059312,5.689396510451515,0.604856831795592
cm_psych,0.0,0.4862201561465747,0.0,2.6593608191477967,0.0,0.8744781824855067,0.0,10.57029558174936,0.8154782121845482,1.5370174387066102
cm_pulmcirc,0.0,0.9158366463567765,2.0546559396704778,1.5687854699055808,0.0,0.0,0.0,0.0,0.40672060181714004,0.0
cm_renlfail,0.0,2.9254231905538615,27.644993154100394,0.0,0.0,0.0,0.0,0.0,0.1429082831405915,0.0
cm_smoking,0.0,0.0,9.194484424783099,0.0,12.048627295696635,16.376179304686364,0.0,45.29132368815137,1.0424974607965314,21.01928432438654
cm_tumor,0.0,0.0,6.059593256398314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cm_ulcer,0.017648715722187184,0.0,0.09777242850894155,0.08627585691395451,0.004989979592433317,0.0033899651690829174,0.0,0.0,0.0,0.0
cm_valve,0.0,1.4671393573004101,3.365231738972771,1.1768154526121606,0.0,0.0,0.9102466004030286,1.3105109059492968,0.8357368762867514,0.7092553052570445
cm_wghtloss,0.0,5.1552873875284755,0.0,16.725112398159002,0.0,0.0,0.0,0.0,0.0,0.0
copd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.6227065134739,0.0
diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.6227065134739,0.0
elective,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.20863882358184
endo_adm,0.0,2.438398665520827,0.1039832147576056,0.0,0.0,0.10070381768892887,0.0,0.9509958100892866,4.111343563250586,0.0
female,0.0,0.0,0.0,0.0,0.0,15.775187090014946,0.0,129.58382213823782,0.0,65.85656521932606
fracture_adm,0.0,1.8375330133302066,0.0,0.0,0.0,0.0,0.0,0.19966682495510202,0.0,1.5209784268364208
fractures,0.0,3.1007838236573875,0.0,0.025140589704332,0.0,0.0,0.0,0.38725965953932423,0.0,1.6388124600139093
frailty_risk_category,0.0,95.50746015534266,12.31310014216168,1.2865161293103469,9.2591690357511,27.279776540061114,0.0,154.12244090448291,20.22524683106511,73.99833299327605
frailty_risk_category_index,0.0,68.99922737011869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frailty_risk_score,120.29664440633103,442.456361211191,0.0,0.0,0.0,0.0,25.14217850465952,0.0,0.0,0.0
gi_adm,0.0,0.0,0.0,0.0,4.693763506646736,7.735613913965062,4.348510967790942,28.422431165221774,0.0,12.050247578318938
gu_adm,0.0,5.040077245692562,1.0775127032027827,0.0,0.0,0.0,0.0,0.0,0.14332712537155082,0.0
h_contrl,0.0,2.632776876021201,7.588484294556011,0.0,0.0,0.0,0.0,467.51397842675857,0.0,235.07169075724286
hosp_bedsize,998.436986689174,0.0,0.0,0.0,0.0,0.0,0.0,188.944197070233,11.570018126082246,44.696140119700544
hosp_ur_teach,21.36475602541959,0.0,0.0,0.0,1.057162484028151,247.48949563907283,29.875422434675766,0.0,0.0,0.0
hosp_urban_rural_location,0.0,0.0,0.0,0.0,0.0,67.75125501697434,0.0,0.0,0.0,0.0
hosp_urcat4,0.0,1.020659391829702,0.0,0.0,0.0,307.0299334869358,0.0,208.3409037585692,5.939932396579239,88.55669787829297
ibd_procedures,0.0,0.0,0.0,44.71467787155621,13.299365721355683,0.0,0.0,0.0,0.0,21.892152775133994
ibd_specific_adm,0.0,0.0,0.0,18.208494998893578,26.50263668743805,0.0,0.0,17.65905214966301,0.0,0.0
infxn_adm,0.0,19.697147689953795,0.0,0.0,0.0,0.0,0.0,2.327248225738515,0.0,0.0
los,63.58222870995106,21.157362799766215,7.528430479001572,535.5067290603131,4.290028992157826,35.66763741164572,71.7772031229802,90.11433136435808,21.91496174834819,15.620076031147057
malignancies_adm,0.0,0.0,6.633383861579648,0.0,0.0,0.0,0.0,0.0,0.0,5.655021754114576
neuro_adm,0.596338842262101,0.4150434228643425,0.0,0.0,0.2681921274380989,0.008736662509532324,0.0,2.449122574091629,0.6956361565652763,0.0
new_arrhythmia_adm,0.08397060147906124,0.0,3.9524029169633526,0.0,0.0,2.911393054975155,3.770537507467982,7.246752664296621,6.402943793805949,0.0
new_atypicalmyco_adm,0.0,0.0,0.09276451884519195,0.0,0.02853192819908655,0.02214737261026428,0.0,0.0,0.0,0.0
new_cardiacarrest_adm,0.0,0.09685517848261149,0.10614943100297436,0.0,0.0,0.0,0.0,0.03704679365615358,0.0,0.019689815578973844
new_cc_index,0.0,0.0,198.02649555453303,0.0,0.0,3.832951036323904,0.0,13.764853057100277,8.54578365098165,5.876485302118175
new_cdiff_adm,0.0,3.5475543226178483,0.0,1.7075016524880642,0.0,0.0,0.0,0.06711951860845708,0.0,0.0
new_chf_adm,0.0,0.0,12.367443779003567,0.0,0.0,0.0,0.0,0.7292573290951043,5.447903329413729,0.0
new_encephalitis_adm,0.0,0.004666938544428344,0.0,0.0,0.0,0.0,0.009388462107540473,0.025859332407292247,0.008196394963293482,0.0
new_endocarditis_adm,0.0,0.0,0.0,0.10689896041458424,0.0,0.07217090850065684,0.0,0.0,0.0,0.0
new_fungal_adm,0.015201808184872899,0.0,0.00395605961499125,0.062689073844022,0.01594332503935764,0.0,0.0,0.0,0.0,0.0
new_listeriosis_adm,0.0,0.0,0.024383262199041886,0.013477813830503485,0.0,0.0,0.0,0.0,0.0,0.0
new_meningitis_adm,0.0,0.0,0.0,0.04343085361451774,0.011377727274792932,0.0,0.0,0.018560311837050952,0.0,0.0
new_mi_adm,0.0,0.0,2.779177137419812,0.0,0.2927447397506431,0.0,0.0,0.0,2.2008705007645135,0.5301559713399956
new_osteo_adm,0.0,0.0701770859550769,0.0,0.4864700223251201,0.0,0.07784118403577495,0.09137598219023617,0.0,0.19238103071538817,0.12100149814292611
new_pcp_adm,0.0,0.0,0.0,0.011145729099368677,0.012578065565696394,0.0,0.05299984731492324,0.0,0.0,0.0
new_pneumonia_adm,0.0,0.5222872920951303,0.0,0.1467804145378807,0.0,0.0,0.0,0.0,0.056126944804040534,0.0
new_pyelonephritis_adm,0.0,0.22940386253160774,0.0,0.0,0.045526466873568365,0.03816886645458717,0.0,0.30165214719049416,0.0,0.0
new_septicemia_adm,0.0,11.264392351119007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_tb_adm,0.0,0.0,0.0,0.024544254646005084,0.011214092215686096,0.0,0.0,0.0,0.0,0.0
new_unstableangina_adm,0.6347609028253479,0.0,0.0,0.0,0.0,0.0,0.0,0.3134012390551629,0.732453312193789,0.5351358554740534
orproc,0.0,0.0,0.0,10.551948239990756,0.0,0.0,0.0,0.0,0.0,116.54006725302688
others_adm,0.26069050377307096,1.0174961044898017,0.0,0.0,0.015994620649141665,0.4439555840036301,0.5149752007907548,1.25648528192813,0.0,1.400262254797137
payer,0.0,50.373518922494014,22.230971225256447,0.0,197.87200244238383,0.0,21.550805092781236,0.0,0.0,54.33432761866374
pq10_dehydrate,0.0,2.8028899868403307,0.0,0.0,0.0,0.0,0.0,0.09501756377889226,0.0,0.0
pq11_bacterialpna,0.0,1.470662610138941,0.9828071497431463,0.0,0.0,0.7470086222154675,0.0,1.838315972986979,0.03425752926254271,0.0
pq12_uti,0.0,1.5635551266834125,0.0,0.0,0.0,0.0,0.0,0.40627843402417724,0.23257475286039592,0.0
pq13_angina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2847123796466372,0.10759764221581682,0.0
pq14_diabeteswocomp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05724395559637098,0.3994514729667932,0.0
pq15_asthma,0.0,0.0,0.6973559757207215,0.0,0.0,0.0,0.0,0.950779461783796,1.1989693122737122,0.0
pq16_dm_amputate,0.0,0.01026449639469068,0.024187892819423087,0.010769529233581277,0.0,0.0,0.0,0.0,0.1442253548497316,0.025153465607740386
pq1_dm_short,0.0,0.03075652787113266,0.0,0.0,0.0,0.0,0.0,0.21727300430189947,1.7105409657426818,0.0
pq2_perf_appendix,0.0,0.0,0.0,0.04631867707867916,0.1741646978389971,0.0,0.03517618193729581,0.06394679145827038,0.02134859475960906,0.16380540747752273
pq3_dm_long,0.0,0.09740918186338035,0.19976893363452686,0.0,0.0,0.0,0.0,0.0,1.9736058750868242,0.0
pq5_copd_asthma,0.0,0.0,3.404932753563612,0.0,0.0,0.4037192546007321,0.0,3.219183162804682,2.59345125732255,0.0
pq7_htn,0.1425251807500825,0.0,0.0,0.0,0.005259377961229004,0.1102363873190016,0.0,0.5531690638730626,0.0,0.0
pq8_chf,0.0,0.0,2.7938485291153032,0.0,0.0,0.0,0.0,0.17372638662288864,1.7245902266787594,0.0
prevent_readm,0.0,2.7064879275501834,6.196679444894057,0.0,0.0,1.8009437237305976,0.0,12.181885625984012,9.464548335610676,0.0
resp_adm,0.0,0.0,7.039626364475769,0.0,0.0,1.8373033036719992,0.0,9.46589665539519,4.250445027592969,0.0
severe_IBD_hospitalization,0.0,0.0,0.0,50.40607003824879,0.0,0.0,0.0,0.0,0.0,0.0
thromboses,1.6865364934470595,8.009644437334067,2.3181103134483,3.2395761177116773,0.0,0.0,0.7364017493656375,0.3148783938448216,0.5680415822626451,0.5565491269887549
thrombosis_adm,0.0,0.0,0.0,0.19799937532594852,0.06747568929925987,0.41260500771267067,0.0,0.9955727712844202,0.9674068432169814,0.06099104424982386
unplanned_adm,0.0,0.0,5.599346435731116,1.462789229059742,11.65863485090428,16.927279737298434,0.0,208.91161825287492,7.826070993955205,0.0
zipinc_qrtl,0.0,0.0,0.0,0.0,0.0,0.0,545.2375804584169,180.95379756735866,6.046849182172604,0.0
